material_code,plant_id,time_bucket,week_bucket,date,demand_qty,uom,source_type,source_id,customer_id,project_id,priority,status,notes
FG-002,PLANT-01,2025-W25,2025-W25,2025-06-20,313,pcs,forecast,FORECAST-2025-5860,,,1,confirmed,
FG-003,PLANT-02,2025-W25,2025-W25,2025-06-20,1320,pcs,manual,MANUAL-2025-4195,,,1,confirmed,
FG-004,PLANT-01,2025-W25,2025-W25,2025-06-20,134,pcs,SO,SO-2025-4860,CUST-001,,1,confirmed,
FG-005,PLANT-02,2025-W25,2025-W25,2025-06-20,757,pcs,manual,MANUAL-2025-6726,,,2,confirmed,
FG-001,PLANT-01,2025-W25,2025-W25,2025-06-21,637,pcs,SO,SO-2025-9580,CUST-003,,2,confirmed,
FG-002,PLANT-01,2025-W25,2025-W25,2025-06-21,177,pcs,SO,SO-2025-9532,CUST-002,,3,confirmed,
FG-003,PLANT-02,2025-W25,2025-W25,2025-06-21,582,pcs,SO,SO-2025-2824,CUST-001,,1,confirmed,
FG-004,PLANT-01,2025-W25,2025-W25,2025-06-21,54,pcs,SO,SO-2025-3392,CUST-009,,1,confirmed,
FG-005,PLANT-02,2025-W25,2025-W25,2025-06-21,471,pcs,forecast,FORECAST-2025-1242,,,1,confirmed,
FG-001,PLANT-01,2025-W25,2025-W25,2025-06-22,608,pcs,forecast,FORECAST-2025-8235,,,2,confirmed,
FG-002,PLANT-01,2025-W25,2025-W25,2025-06-22,141,pcs,manual,MANUAL-2025-7752,,,2,confirmed,
FG-003,PLANT-02,2025-W25,2025-W25,2025-06-22,336,pcs,SO,SO-2025-5990,CUST-003,,1,confirmed,
FG-004,PLANT-01,2025-W25,2025-W25,2025-06-22,37,pcs,SO,SO-2025-4016,CUST-001,,2,confirmed,
FG-005,PLANT-02,2025-W25,2025-W25,2025-06-22,454,pcs,manual,MANUAL-2025-3524,,,2,confirmed,
FG-001,PLANT-01,2025-W26,2025-W26,2025-06-23,1242,pcs,forecast,FORECAST-2025-8362,,,2,confirmed,
FG-002,PLANT-01,2025-W26,2025-W26,2025-06-23,0,pcs,forecast,FORECAST-2025-9678,,,1,confirmed,
FG-003,PLANT-02,2025-W26,2025-W26,2025-06-23,1453,pcs,SO,SO-2025-4513,CUST-004,,1,confirmed,
FG-004,PLANT-01,2025-W26,2025-W26,2025-06-23,195,pcs,SO,SO-2025-1818,CUST-002,,1,confirmed,
FG-005,PLANT-02,2025-W26,2025-W26,2025-06-23,674,pcs,forecast,FORECAST-2025-5109,,,2,confirmed,
FG-001,PLANT-01,2025-W26,2025-W26,2025-06-24,1337,pcs,SO,SO-2025-1078,CUST-004,,1,confirmed,
FG-002,PLANT-01,2025-W26,2025-W26,2025-06-24,297,pcs,SO,SO-2025-7442,CUST-003,,1,confirmed,
FG-003,PLANT-02,2025-W26,2025-W26,2025-06-24,1808,pcs,forecast,FORECAST-2025-3711,,,1,confirmed,
FG-004,PLANT-01,2025-W26,2025-W26,2025-06-24,182,pcs,forecast,FORECAST-2025-6790,,,1,confirmed,
FG-005,PLANT-02,2025-W26,2025-W26,2025-06-24,883,pcs,SO,SO-2025-4999,CUST-003,,1,confirmed,
FG-001,PLANT-01,2025-W26,2025-W26,2025-06-25,1167,pcs,SO,SO-2025-7864,CUST-018,,2,confirmed,
FG-002,PLANT-01,2025-W26,2025-W26,2025-06-25,317,pcs,SO,SO-2025-2905,CUST-010,,2,confirmed,
FG-003,PLANT-02,2025-W26,2025-W26,2025-06-25,1520,pcs,manual,MANUAL-2025-6634,,,1,confirmed,
FG-004,PLANT-01,2025-W26,2025-W26,2025-06-25,198,pcs,SO,SO-2025-2668,CUST-001,,2,confirmed,
FG-005,PLANT-02,2025-W26,2025-W26,2025-06-25,825,pcs,forecast,FORECAST-2025-6709,,,1,confirmed,
FG-001,PLANT-01,2025-W26,2025-W26,2025-06-26,1284,pcs,forecast,FORECAST-2025-5067,,,1,confirmed,
FG-002,PLANT-01,2025-W26,2025-W26,2025-06-26,335,pcs,SO,SO-2025-4560,CUST-008,,2,confirmed,
FG-003,PLANT-02,2025-W26,2025-W26,2025-06-26,1479,pcs,SO,SO-2025-5481,CUST-004,,1,confirmed,
FG-004,PLANT-01,2025-W26,2025-W26,2025-06-26,0,pcs,forecast,FORECAST-2025-6109,,,1,confirmed,
FG-005,PLANT-02,2025-W26,2025-W26,2025-06-26,856,pcs,forecast,FORECAST-2025-2360,,,2,confirmed,
FG-001,PLANT-01,2025-W26,2025-W26,2025-06-27,1103,pcs,SO,SO-2025-6366,CUST-002,,1,confirmed,
FG-002,PLANT-01,2025-W26,2025-W26,2025-06-27,234,pcs,SO,SO-2025-7505,CUST-002,,2,confirmed,
FG-003,PLANT-02,2025-W26,2025-W26,2025-06-27,1279,pcs,SO,SO-2025-6774,CUST-002,,1,confirmed,
FG-004,PLANT-01,2025-W26,2025-W26,2025-06-27,143,pcs,forecast,FORECAST-2025-8305,,,2,confirmed,
FG-005,PLANT-02,2025-W26,2025-W26,2025-06-27,1298,pcs,forecast,FORECAST-2025-3428,,,1,confirmed,
FG-001,PLANT-01,2025-W26,2025-W26,2025-06-28,533,pcs,SO,SO-2025-5544,CUST-003,,1,confirmed,
FG-002,PLANT-01,2025-W26,2025-W26,2025-06-28,146,pcs,SO,SO-2025-2279,CUST-003,,2,confirmed,
FG-003,PLANT-02,2025-W26,2025-W26,2025-06-28,726,pcs,SO,SO-2025-7965,CUST-003,,2,confirmed,
FG-004,PLANT-01,2025-W26,2025-W26,2025-06-28,67,pcs,forecast,FORECAST-2025-7614,,,1,confirmed,
FG-005,PLANT-02,2025-W26,2025-W26,2025-06-28,477,pcs,SO,SO-2025-6615,CUST-002,,2,confirmed,
FG-001,PLANT-01,2025-W26,2025-W26,2025-06-29,357,pcs,SO,SO-2025-8171,CUST-017,,1,confirmed,
FG-002,PLANT-01,2025-W26,2025-W26,2025-06-29,195,pcs,SO,SO-2025-9540,CUST-003,,1,confirmed,
FG-003,PLANT-02,2025-W26,2025-W26,2025-06-29,401,pcs,SO,SO-2025-5505,CUST-013,,1,confirmed,
FG-004,PLANT-01,2025-W26,2025-W26,2025-06-29,44,pcs,manual,MANUAL-2025-1626,,,1,confirmed,
FG-005,PLANT-02,2025-W26,2025-W26,2025-06-29,371,pcs,forecast,FORECAST-2025-6496,,,1,confirmed,
FG-001,PLANT-01,2025-W27,2025-W27,2025-06-30,1364,pcs,SO,SO-2025-2004,CUST-001,,1,confirmed,
FG-002,PLANT-01,2025-W27,2025-W27,2025-06-30,327,pcs,SO,SO-2025-9133,CUST-004,,2,confirmed,
FG-003,PLANT-02,2025-W27,2025-W27,2025-06-30,1250,pcs,SO,SO-2025-4954,CUST-002,,1,confirmed,
FG-004,PLANT-01,2025-W27,2025-W27,2025-06-30,209,pcs,SO,SO-2025-5720,CUST-001,,3,confirmed,
FG-005,PLANT-02,2025-W27,2025-W27,2025-06-30,911,pcs,SO,SO-2025-9773,CUST-002,,2,confirmed,
FG-001,PLANT-01,2025-W27,2025-W27,2025-07-01,1238,pcs,manual,MANUAL-2025-7533,,,2,confirmed,
FG-002,PLANT-01,2025-W27,2025-W27,2025-07-01,318,pcs,SO,SO-2025-5465,CUST-001,,1,confirmed,
FG-003,PLANT-02,2025-W27,2025-W27,2025-07-01,1414,pcs,SO,SO-2025-6745,CUST-008,,1,confirmed,
FG-004,PLANT-01,2025-W27,2025-W27,2025-07-01,207,pcs,SO,SO-2025-7981,CUST-001,,2,confirmed,
FG-005,PLANT-02,2025-W27,2025-W27,2025-07-01,941,pcs,forecast,FORECAST-2025-4125,,,2,confirmed,
FG-001,PLANT-01,2025-W27,2025-W27,2025-07-02,1232,pcs,SO,SO-2025-5354,CUST-001,,2,confirmed,
FG-002,PLANT-01,2025-W27,2025-W27,2025-07-02,312,pcs,SO,SO-2025-4582,CUST-003,,1,confirmed,
FG-003,PLANT-02,2025-W27,2025-W27,2025-07-02,1366,pcs,SO,SO-2025-3219,CUST-010,,1,confirmed,
FG-004,PLANT-01,2025-W27,2025-W27,2025-07-02,192,pcs,SO,SO-2025-9820,CUST-005,,1,confirmed,
FG-005,PLANT-02,2025-W27,2025-W27,2025-07-02,771,pcs,SO,SO-2025-5022,CUST-004,,1,confirmed,
FG-001,PLANT-01,2025-W27,2025-W27,2025-07-03,1005,pcs,SO,SO-2025-1797,CUST-004,,2,confirmed,
FG-002,PLANT-01,2025-W27,2025-W27,2025-07-03,270,pcs,SO,SO-2025-6752,CUST-002,,1,confirmed,
FG-003,PLANT-02,2025-W27,2025-W27,2025-07-03,1417,pcs,SO,SO-2025-6254,CUST-020,,1,confirmed,
FG-004,PLANT-01,2025-W27,2025-W27,2025-07-03,177,pcs,SO,SO-2025-3533,CUST-004,,1,confirmed,
FG-005,PLANT-02,2025-W27,2025-W27,2025-07-03,721,pcs,SO,SO-2025-6064,CUST-004,,1,confirmed,
FG-001,PLANT-01,2025-W27,2025-W27,2025-07-04,1188,pcs,forecast,FORECAST-2025-4717,,,2,confirmed,
FG-002,PLANT-01,2025-W27,2025-W27,2025-07-04,258,pcs,SO,SO-2025-8915,CUST-001,,1,confirmed,
FG-003,PLANT-02,2025-W27,2025-W27,2025-07-04,1259,pcs,SO,SO-2025-2148,CUST-001,,2,confirmed,
FG-004,PLANT-01,2025-W27,2025-W27,2025-07-04,167,pcs,forecast,FORECAST-2025-1446,,,1,confirmed,
FG-005,PLANT-02,2025-W27,2025-W27,2025-07-04,739,pcs,SO,SO-2025-7389,CUST-003,,1,confirmed,
FG-001,PLANT-01,2025-W27,2025-W27,2025-07-05,528,pcs,SO,SO-2025-6834,CUST-002,,1,confirmed,
FG-002,PLANT-01,2025-W27,2025-W27,2025-07-05,182,pcs,SO,SO-2025-9026,CUST-002,,2,confirmed,
FG-003,PLANT-02,2025-W27,2025-W27,2025-07-05,794,pcs,manual,MANUAL-2025-1537,,,3,confirmed,
FG-004,PLANT-01,2025-W27,2025-W27,2025-07-05,83,pcs,SO,SO-2025-1277,CUST-005,,1,confirmed,
FG-005,PLANT-02,2025-W27,2025-W27,2025-07-05,380,pcs,forecast,FORECAST-2025-8903,,,1,confirmed,
FG-001,PLANT-01,2025-W27,2025-W27,2025-07-06,243,pcs,manual,MANUAL-2025-5630,,,1,confirmed,
FG-002,PLANT-01,2025-W27,2025-W27,2025-07-06,157,pcs,SO,SO-2025-8859,CUST-009,,2,confirmed,
FG-003,PLANT-02,2025-W27,2025-W27,2025-07-06,411,pcs,manual,MANUAL-2025-2415,,,1,confirmed,
FG-004,PLANT-01,2025-W27,2025-W27,2025-07-06,57,pcs,SO,SO-2025-1905,CUST-002,,2,confirmed,
FG-005,PLANT-02,2025-W27,2025-W27,2025-07-06,319,pcs,SO,SO-2025-3507,CUST-003,,1,confirmed,
FG-001,PLANT-01,2025-W28,2025-W28,2025-07-07,1410,pcs,SO,SO-2025-3313,CUST-004,,1,confirmed,
FG-002,PLANT-01,2025-W28,2025-W28,2025-07-07,316,pcs,manual,MANUAL-2025-4256,,,2,confirmed,
FG-003,PLANT-02,2025-W28,2025-W28,2025-07-07,1618,pcs,forecast,FORECAST-2025-4183,,,3,confirmed,
FG-004,PLANT-01,2025-W28,2025-W28,2025-07-07,178,pcs,SO,SO-2025-1610,CUST-004,,1,confirmed,
FG-005,PLANT-02,2025-W28,2025-W28,2025-07-07,883,pcs,manual,MANUAL-2025-8049,,,1,confirmed,
FG-001,PLANT-01,2025-W28,2025-W28,2025-07-08,1213,pcs,SO,SO-2025-5561,CUST-003,,1,confirmed,
FG-002,PLANT-01,2025-W28,2025-W28,2025-07-08,314,pcs,SO,SO-2025-9369,CUST-004,,1,confirmed,
FG-003,PLANT-02,2025-W28,2025-W28,2025-07-08,1380,pcs,SO,SO-2025-8046,CUST-004,,3,confirmed,
FG-004,PLANT-01,2025-W28,2025-W28,2025-07-08,183,pcs,manual,MANUAL-2025-4748,,,1,confirmed,
FG-005,PLANT-02,2025-W28,2025-W28,2025-07-08,854,pcs,SO,SO-2025-2700,CUST-001,,1,confirmed,
FG-001,PLANT-01,2025-W28,2025-W28,2025-07-09,1148,pcs,SO,SO-2025-6233,CUST-002,,3,confirmed,
FG-002,PLANT-01,2025-W28,2025-W28,2025-07-09,228,pcs,SO,SO-2025-4036,CUST-001,,1,confirmed,
FG-003,PLANT-02,2025-W28,2025-W28,2025-07-09,1436,pcs,SO,SO-2025-1074,CUST-006,,1,confirmed,
FG-004,PLANT-01,2025-W28,2025-W28,2025-07-09,178,pcs,forecast,FORECAST-2025-9017,,,2,confirmed,
FG-005,PLANT-02,2025-W28,2025-W28,2025-07-09,757,pcs,SO,SO-2025-2295,CUST-003,,1,confirmed,
FG-001,PLANT-01,2025-W28,2025-W28,2025-07-10,1128,pcs,manual,MANUAL-2025-3406,,,1,confirmed,
FG-002,PLANT-01,2025-W28,2025-W28,2025-07-10,292,pcs,manual,MANUAL-2025-3695,,,1,confirmed,
FG-003,PLANT-02,2025-W28,2025-W28,2025-07-10,1261,pcs,manual,MANUAL-2025-6099,,,3,confirmed,
FG-004,PLANT-01,2025-W28,2025-W28,2025-07-10,0,pcs,forecast,FORECAST-2025-6956,,,1,confirmed,
FG-005,PLANT-02,2025-W28,2025-W28,2025-07-10,788,pcs,SO,SO-2025-7184,CUST-003,,1,confirmed,
FG-001,PLANT-01,2025-W28,2025-W28,2025-07-11,1020,pcs,forecast,FORECAST-2025-5164,,,3,confirmed,
FG-002,PLANT-01,2025-W28,2025-W28,2025-07-11,292,pcs,SO,SO-2025-3020,CUST-004,,1,confirmed,
FG-003,PLANT-02,2025-W28,2025-W28,2025-07-11,1251,pcs,SO,SO-2025-8102,CUST-003,,1,confirmed,
FG-004,PLANT-01,2025-W28,2025-W28,2025-07-11,160,pcs,manual,MANUAL-2025-8770,,,1,confirmed,
FG-005,PLANT-02,2025-W28,2025-W28,2025-07-11,836,pcs,SO,SO-2025-9377,CUST-004,,1,confirmed,
FG-001,PLANT-01,2025-W28,2025-W28,2025-07-12,421,pcs,SO,SO-2025-7941,CUST-018,,2,confirmed,
FG-002,PLANT-01,2025-W28,2025-W28,2025-07-12,144,pcs,SO,SO-2025-5805,CUST-001,,1,confirmed,
FG-003,PLANT-02,2025-W28,2025-W28,2025-07-12,691,pcs,SO,SO-2025-2411,CUST-001,,1,confirmed,
FG-004,PLANT-01,2025-W28,2025-W28,2025-07-12,88,pcs,SO,SO-2025-5207,CUST-004,,1,confirmed,
FG-005,PLANT-02,2025-W28,2025-W28,2025-07-12,529,pcs,manual,MANUAL-2025-9654,,,2,confirmed,
FG-001,PLANT-01,2025-W28,2025-W28,2025-07-13,416,pcs,SO,SO-2025-3634,CUST-004,,3,confirmed,
FG-002,PLANT-01,2025-W28,2025-W28,2025-07-13,210,pcs,SO,SO-2025-3092,CUST-003,,2,confirmed,
FG-003,PLANT-02,2025-W28,2025-W28,2025-07-13,697,pcs,manual,MANUAL-2025-9700,,,1,confirmed,
FG-004,PLANT-01,2025-W28,2025-W28,2025-07-13,31,pcs,SO,SO-2025-9121,CUST-019,,1,confirmed,
FG-005,PLANT-02,2025-W28,2025-W28,2025-07-13,351,pcs,manual,MANUAL-2025-2372,,,1,confirmed,
FG-001,PLANT-01,2025-W29,2025-W29,2025-07-14,1360,pcs,SO,SO-2025-3417,CUST-002,,1,confirmed,
FG-002,PLANT-01,2025-W29,2025-W29,2025-07-14,308,pcs,SO,SO-2025-7996,CUST-006,,3,confirmed,
FG-003,PLANT-02,2025-W29,2025-W29,2025-07-14,1530,pcs,SO,SO-2025-9253,CUST-003,,3,confirmed,
FG-004,PLANT-01,2025-W29,2025-W29,2025-07-14,0,pcs,forecast,FORECAST-2025-4092,,,1,confirmed,
FG-005,PLANT-02,2025-W29,2025-W29,2025-07-14,963,pcs,SO,SO-2025-2037,CUST-003,,2,confirmed,
FG-001,PLANT-01,2025-W29,2025-W29,2025-07-15,1215,pcs,SO,SO-2025-8471,CUST-002,,1,confirmed,
FG-002,PLANT-01,2025-W29,2025-W29,2025-07-15,245,pcs,manual,MANUAL-2025-6740,,,2,confirmed,
FG-003,PLANT-02,2025-W29,2025-W29,2025-07-15,1640,pcs,SO,SO-2025-9582,CUST-015,,1,confirmed,
FG-004,PLANT-01,2025-W29,2025-W29,2025-07-15,231,pcs,SO,SO-2025-1063,CUST-003,,1,confirmed,
FG-005,PLANT-02,2025-W29,2025-W29,2025-07-15,0,pcs,forecast,FORECAST-2025-3400,,,3,confirmed,
FG-001,PLANT-01,2025-W29,2025-W29,2025-07-16,1120,pcs,SO,SO-2025-2143,CUST-001,,1,confirmed,
FG-002,PLANT-01,2025-W29,2025-W29,2025-07-16,207,pcs,manual,MANUAL-2025-5011,,,1,confirmed,
FG-003,PLANT-02,2025-W29,2025-W29,2025-07-16,1386,pcs,SO,SO-2025-9423,CUST-014,,1,confirmed,
FG-004,PLANT-01,2025-W29,2025-W29,2025-07-16,180,pcs,SO,SO-2025-4850,CUST-003,,2,confirmed,
FG-005,PLANT-02,2025-W29,2025-W29,2025-07-16,818,pcs,SO,SO-2025-1021,CUST-003,,1,confirmed,
FG-001,PLANT-01,2025-W29,2025-W29,2025-07-17,1078,pcs,manual,MANUAL-2025-8644,,,1,confirmed,
FG-002,PLANT-01,2025-W29,2025-W29,2025-07-17,285,pcs,SO,SO-2025-4144,CUST-003,,1,confirmed,
FG-003,PLANT-02,2025-W29,2025-W29,2025-07-17,1244,pcs,forecast,FORECAST-2025-1557,,,1,confirmed,
FG-004,PLANT-01,2025-W29,2025-W29,2025-07-17,169,pcs,SO,SO-2025-2361,CUST-001,,1,confirmed,
FG-005,PLANT-02,2025-W29,2025-W29,2025-07-17,769,pcs,manual,MANUAL-2025-3185,,,1,confirmed,
FG-001,PLANT-01,2025-W29,2025-W29,2025-07-18,1106,pcs,SO,SO-2025-1521,CUST-003,,1,confirmed,
FG-002,PLANT-01,2025-W29,2025-W29,2025-07-18,268,pcs,SO,SO-2025-4912,CUST-004,,2,confirmed,
FG-003,PLANT-02,2025-W29,2025-W29,2025-07-18,1363,pcs,SO,SO-2025-9093,CUST-003,,1,confirmed,
FG-004,PLANT-01,2025-W29,2025-W29,2025-07-18,147,pcs,manual,MANUAL-2025-8596,,,2,confirmed,
FG-005,PLANT-02,2025-W29,2025-W29,2025-07-18,901,pcs,SO,SO-2025-6848,CUST-001,,1,confirmed,
FG-001,PLANT-01,2025-W29,2025-W29,2025-07-19,695,pcs,SO,SO-2025-7172,CUST-003,,1,confirmed,
FG-002,PLANT-01,2025-W29,2025-W29,2025-07-19,151,pcs,SO,SO-2025-7094,CUST-003,,1,confirmed,
FG-003,PLANT-02,2025-W29,2025-W29,2025-07-19,724,pcs,SO,SO-2025-2836,CUST-003,,1,confirmed,
FG-004,PLANT-01,2025-W29,2025-W29,2025-07-19,0,pcs,forecast,FORECAST-2025-2736,,,2,confirmed,
FG-005,PLANT-02,2025-W29,2025-W29,2025-07-19,487,pcs,SO,SO-2025-6339,CUST-004,,1,confirmed,
FG-001,PLANT-01,2025-W29,2025-W29,2025-07-20,497,pcs,SO,SO-2025-1277,CUST-017,,2,confirmed,
FG-002,PLANT-01,2025-W29,2025-W29,2025-07-20,199,pcs,forecast,FORECAST-2025-1012,,,3,confirmed,
FG-003,PLANT-02,2025-W29,2025-W29,2025-07-20,492,pcs,SO,SO-2025-2832,CUST-003,,2,confirmed,
FG-004,PLANT-01,2025-W29,2025-W29,2025-07-20,0,pcs,forecast,FORECAST-2025-1188,,,2,confirmed,
FG-005,PLANT-02,2025-W29,2025-W29,2025-07-20,381,pcs,SO,SO-2025-6631,CUST-012,,2,confirmed,
FG-001,PLANT-01,2025-W30,2025-W30,2025-07-21,1397,pcs,SO,SO-2025-7350,CUST-004,,2,confirmed,
FG-002,PLANT-01,2025-W30,2025-W30,2025-07-21,0,pcs,forecast,FORECAST-2025-6654,,,2,confirmed,
FG-003,PLANT-02,2025-W30,2025-W30,2025-07-21,1457,pcs,SO,SO-2025-4279,CUST-004,,1,confirmed,
FG-004,PLANT-01,2025-W30,2025-W30,2025-07-21,212,pcs,SO,SO-2025-4707,CUST-004,,1,confirmed,
FG-005,PLANT-02,2025-W30,2025-W30,2025-07-21,1012,pcs,SO,SO-2025-9672,CUST-012,,1,confirmed,
FG-001,PLANT-01,2025-W30,2025-W30,2025-07-22,1289,pcs,SO,SO-2025-9913,CUST-004,,1,confirmed,
FG-002,PLANT-01,2025-W30,2025-W30,2025-07-22,297,pcs,SO,SO-2025-9379,CUST-004,,2,confirmed,
FG-003,PLANT-02,2025-W30,2025-W30,2025-07-22,1621,pcs,manual,MANUAL-2025-8916,,,3,confirmed,
FG-004,PLANT-01,2025-W30,2025-W30,2025-07-22,212,pcs,SO,SO-2025-6737,CUST-013,,1,confirmed,
FG-005,PLANT-02,2025-W30,2025-W30,2025-07-22,871,pcs,forecast,FORECAST-2025-8951,,,1,confirmed,
FG-001,PLANT-01,2025-W30,2025-W30,2025-07-23,1167,pcs,SO,SO-2025-8299,CUST-001,,1,confirmed,
FG-002,PLANT-01,2025-W30,2025-W30,2025-07-23,283,pcs,manual,MANUAL-2025-1086,,,2,confirmed,
FG-003,PLANT-02,2025-W30,2025-W30,2025-07-23,1332,pcs,SO,SO-2025-7276,CUST-001,,1,confirmed,
FG-004,PLANT-01,2025-W30,2025-W30,2025-07-23,182,pcs,SO,SO-2025-3594,CUST-001,,1,confirmed,
FG-005,PLANT-02,2025-W30,2025-W30,2025-07-23,814,pcs,SO,SO-2025-5229,CUST-001,,1,confirmed,
FG-001,PLANT-01,2025-W30,2025-W30,2025-07-24,1149,pcs,SO,SO-2025-9905,CUST-004,,2,confirmed,
FG-002,PLANT-01,2025-W30,2025-W30,2025-07-24,281,pcs,SO,SO-2025-6299,CUST-002,,1,confirmed,
FG-003,PLANT-02,2025-W30,2025-W30,2025-07-24,1408,pcs,forecast,FORECAST-2025-7796,,,1,confirmed,
FG-004,PLANT-01,2025-W30,2025-W30,2025-07-24,186,pcs,SO,SO-2025-6401,CUST-010,,2,confirmed,
FG-005,PLANT-02,2025-W30,2025-W30,2025-07-24,933,pcs,SO,SO-2025-3767,CUST-007,,1,confirmed,
FG-001,PLANT-01,2025-W30,2025-W30,2025-07-25,1127,pcs,forecast,FORECAST-2025-2970,,,2,confirmed,
FG-002,PLANT-01,2025-W30,2025-W30,2025-07-25,0,pcs,forecast,FORECAST-2025-7217,,,1,confirmed,
FG-003,PLANT-02,2025-W30,2025-W30,2025-07-25,1372,pcs,SO,SO-2025-4082,CUST-004,,1,confirmed,
FG-004,PLANT-01,2025-W30,2025-W30,2025-07-25,183,pcs,SO,SO-2025-9649,CUST-001,,1,confirmed,
FG-005,PLANT-02,2025-W30,2025-W30,2025-07-25,844,pcs,forecast,FORECAST-2025-8962,,,1,confirmed,
FG-001,PLANT-01,2025-W30,2025-W30,2025-07-26,502,pcs,manual,MANUAL-2025-8906,,,1,confirmed,
FG-002,PLANT-01,2025-W30,2025-W30,2025-07-26,196,pcs,manual,MANUAL-2025-5708,,,2,confirmed,
FG-003,PLANT-02,2025-W30,2025-W30,2025-07-26,864,pcs,forecast,FORECAST-2025-2259,,,1,confirmed,
FG-004,PLANT-01,2025-W30,2025-W30,2025-07-26,0,pcs,forecast,FORECAST-2025-3213,,,2,confirmed,
FG-005,PLANT-02,2025-W30,2025-W30,2025-07-26,555,pcs,SO,SO-2025-6262,CUST-003,,1,confirmed,
FG-001,PLANT-01,2025-W30,2025-W30,2025-07-27,277,pcs,SO,SO-2025-8440,CUST-003,,1,confirmed,
FG-002,PLANT-01,2025-W30,2025-W30,2025-07-27,123,pcs,forecast,FORECAST-2025-7692,,,2,confirmed,
FG-003,PLANT-02,2025-W30,2025-W30,2025-07-27,219,pcs,SO,SO-2025-4058,CUST-001,,3,confirmed,
FG-004,PLANT-01,2025-W30,2025-W30,2025-07-27,56,pcs,forecast,FORECAST-2025-2701,,,2,confirmed,
FG-005,PLANT-02,2025-W30,2025-W30,2025-07-27,302,pcs,forecast,FORECAST-2025-1385,,,1,confirmed,
FG-001,PLANT-01,2025-W31,2025-W31,2025-07-28,1445,pcs,SO,SO-2025-1361,CUST-002,,1,confirmed,
FG-002,PLANT-01,2025-W31,2025-W31,2025-07-28,266,pcs,SO,SO-2025-8550,CUST-001,,1,confirmed,
FG-003,PLANT-02,2025-W31,2025-W31,2025-07-28,1581,pcs,SO,SO-2025-3637,CUST-012,,2,confirmed,
FG-004,PLANT-01,2025-W31,2025-W31,2025-07-28,193,pcs,manual,MANUAL-2025-5076,,,2,confirmed,
FG-005,PLANT-02,2025-W31,2025-W31,2025-07-28,931,pcs,SO,SO-2025-3922,CUST-003,,2,confirmed,
FG-001,PLANT-01,2025-W31,2025-W31,2025-07-29,1157,pcs,SO,SO-2025-9486,CUST-001,,1,confirmed,
FG-002,PLANT-01,2025-W31,2025-W31,2025-07-29,294,pcs,SO,SO-2025-3502,CUST-001,,1,confirmed,
FG-003,PLANT-02,2025-W31,2025-W31,2025-07-29,1651,pcs,SO,SO-2025-1036,CUST-001,,1,confirmed,
FG-004,PLANT-01,2025-W31,2025-W31,2025-07-29,203,pcs,SO,SO-2025-9807,CUST-003,,2,confirmed,
FG-005,PLANT-02,2025-W31,2025-W31,2025-07-29,967,pcs,SO,SO-2025-6929,CUST-003,,1,confirmed,
FG-001,PLANT-01,2025-W31,2025-W31,2025-07-30,1222,pcs,forecast,FORECAST-2025-3202,,,3,confirmed,
FG-002,PLANT-01,2025-W31,2025-W31,2025-07-30,309,pcs,SO,SO-2025-2328,CUST-003,,1,confirmed,
FG-003,PLANT-02,2025-W31,2025-W31,2025-07-30,4061,pcs,manual,MANUAL-2025-5094,,,1,confirmed,
FG-004,PLANT-01,2025-W31,2025-W31,2025-07-30,187,pcs,SO,SO-2025-8643,CUST-002,,1,confirmed,
FG-005,PLANT-02,2025-W31,2025-W31,2025-07-30,909,pcs,SO,SO-2025-4713,CUST-004,,2,confirmed,
FG-001,PLANT-01,2025-W31,2025-W31,2025-07-31,1111,pcs,SO,SO-2025-4814,CUST-009,,2,confirmed,
FG-002,PLANT-01,2025-W31,2025-W31,2025-07-31,0,pcs,forecast,FORECAST-2025-3080,,,2,confirmed,
FG-003,PLANT-02,2025-W31,2025-W31,2025-07-31,1148,pcs,SO,SO-2025-5450,CUST-001,,2,confirmed,
FG-004,PLANT-01,2025-W31,2025-W31,2025-07-31,167,pcs,forecast,FORECAST-2025-6474,,,1,confirmed,
FG-005,PLANT-02,2025-W31,2025-W31,2025-07-31,968,pcs,manual,MANUAL-2025-6377,,,2,confirmed,
FG-001,PLANT-01,2025-W31,2025-W31,2025-08-01,1026,pcs,SO,SO-2025-6190,CUST-001,,1,confirmed,
FG-002,PLANT-01,2025-W31,2025-W31,2025-08-01,282,pcs,SO,SO-2025-4652,CUST-004,,1,confirmed,
FG-003,PLANT-02,2025-W31,2025-W31,2025-08-01,1308,pcs,SO,SO-2025-1934,CUST-002,,2,confirmed,
FG-004,PLANT-01,2025-W31,2025-W31,2025-08-01,0,pcs,forecast,FORECAST-2025-5651,,,1,confirmed,
FG-005,PLANT-02,2025-W31,2025-W31,2025-08-01,852,pcs,SO,SO-2025-8379,CUST-003,,1,confirmed,
FG-001,PLANT-01,2025-W31,2025-W31,2025-08-02,467,pcs,forecast,FORECAST-2025-5436,,,1,confirmed,
FG-002,PLANT-01,2025-W31,2025-W31,2025-08-02,174,pcs,SO,SO-2025-2902,CUST-001,,1,confirmed,
FG-003,PLANT-02,2025-W31,2025-W31,2025-08-02,686,pcs,SO,SO-2025-4200,CUST-002,,1,confirmed,
FG-004,PLANT-01,2025-W31,2025-W31,2025-08-02,81,pcs,SO,SO-2025-2614,CUST-002,,3,confirmed,
